PersonId,DegreeYear,rao,prof_field,phd_field,n,gender
2214,2007,0.434440592,Math & Computing,Math & Computing,6,M
2215,2007,0.35128301,Math & Computing,Math & Computing,12,M
2216,2006,0.452746929,Social Sciences,Math & Computing,3,M
2217,2006,0.544075585,Social Sciences,Bio & Health,5,F
2218,2005,0.420176534,Life & Earth,Life & Earth,8,M
2219,2009,0.433548868,Social Sciences,Social Sciences,9,M
2220,2009,0.598341194,Social Sciences,Social Sciences,2,F
2221,2005,0.318130896,Bio & Health,Bio & Health,15,M
2222,2008,0.264690749,Bio & Health,Bio & Health,4,F
2223,2005,0.656716269,Bio & Health,Social Sciences,8,F
2224,2005,0.516300816,Math & Computing,Math & Computing,7,M
2225,2007,0.717728439,Social Sciences,Social Sciences,1,F
2226,2005,0.282795495,Bio & Health,Bio & Health,20,F
2227,2005,0.466400237,Bio & Health,Bio & Health,4,M
2228,2006,0.587313442,Math & Computing,Math & Computing,7,F
2229,2007,0.255608175,Math & Computing,Math & Computing,12,F
2230,2007,0.255608175,Math & Computing,Math & Computing,12,M
2231,2006,0.354500306,Life & Earth,Life & Earth,5,M
2232,2006,0.120347675,Life & Earth,Life & Earth,6,M
2233,2007,0.60939856,Phys & Eng,Life & Earth,6,M
2234,2006,0.492630791,Math & Computing,Phys & Eng,3,M
2235,2008,0.531563296,Social Sciences,Social Sciences,2,M
2236,2008,0.45742493,Bio & Health,Bio & Health,16,M
2237,2009,0.56039151,Bio & Health,Bio & Health,5,M
2238,2005,0.245901406,Bio & Health,Bio & Health,5,M
2239,2008,0.497807826,Life & Earth,Life & Earth,3,F
2240,2005,0.668523307,Life & Earth,Life & Earth,1,F
2241,2008,0.627035926,Life & Earth,Life & Earth,10,M
2242,2005,0.191221812,Life & Earth,Life & Earth,3,F
2243,2005,0.490338957,Bio & Health,Social Sciences,1,F
2244,2005,0.603151021,Life & Earth,Life & Earth,7,M
2245,2006,0.577957884,Life & Earth,Phys & Eng,3,M
2246,2009,0.577723865,Bio & Health,Bio & Health,5,F
2247,2005,0.549706383,Bio & Health,Bio & Health,15,M
2248,2007,0.457996442,Bio & Health,Bio & Health,2,F
2249,2005,0.396134331,Bio & Health,Bio & Health,20,M
2250,2005,0.589280671,Social Sciences,Social Sciences,11,M
2251,2006,0.615912973,Social Sciences,Social Sciences,1,M
2252,2006,0.650543289,Social Sciences,Social Sciences,1,M
2253,2009,0.481363764,Bio & Health,Social Sciences,14,M
2254,2009,0.481363764,Social Sciences,Social Sciences,14,M
2255,2007,0.54582699,Social Sciences,Social Sciences,13,F
2256,2005,0.387731102,Social Sciences,Bio & Health,4,M
2257,2005,0.242700986,Social Sciences,Social Sciences,4,M
2258,2006,0.649530504,Social Sciences,Social Sciences,2,M
2259,2007,0.309243214,Phys & Eng,Phys & Eng,4,F
2260,2006,0.170266819,Social Sciences,Social Sciences,2,M
2261,2007,0.170672604,Social Sciences,Social Sciences,2,M
2262,2009,0.21125313,Social Sciences,Social Sciences,2,F
2263,2008,0.109418916,Social Sciences,Social Sciences,6,M
2264,2005,2.22E-16,Social Sciences,Social Sciences,3,F
2265,2007,0.376958653,Social Sciences,Social Sciences,7,M
2266,2005,0.548211975,Bio & Health,Bio & Health,5,F
2267,2005,0.653771432,Bio & Health,Bio & Health,3,F
2268,2007,0.455284465,Bio & Health,Bio & Health,1,F
2269,2005,0.301399161,Bio & Health,Bio & Health,5,M
2270,2007,0.426709101,Math & Computing,Math & Computing,9,F
2271,2007,0.426709101,Math & Computing,Math & Computing,9,M
2272,2009,0.375046559,Social Sciences,Social Sciences,2,M
2273,2009,0.202430147,Social Sciences,Social Sciences,2,M
2274,2009,0.424795633,Bio & Health,Social Sciences,2,M
2275,2005,0.494486504,Math & Computing,Math & Computing,3,M
2276,2009,0.590724833,Social Sciences,Social Sciences,7,F
2277,2009,0.590724833,Phys & Eng,Social Sciences,7,F
2278,2006,0.570737523,Life & Earth,Life & Earth,10,M
2279,2006,0.35896205,Bio & Health,Bio & Health,8,F
2280,2008,0.504791513,Social Sciences,Social Sciences,15,F
2281,2005,0.605894644,Bio & Health,Phys & Eng,9,M
2282,2007,0.603884005,Bio & Health,Bio & Health,14,M
2283,2006,0.54308079,Phys & Eng,Phys & Eng,19,M
2284,2008,0.546056555,Social Sciences,Social Sciences,2,M
2285,2006,0.246592091,Math & Computing,Math & Computing,2,F
2286,2007,0.486395263,Math & Computing,Math & Computing,10,F
2287,2006,0.475165082,Social Sciences,Social Sciences,7,F
2288,2009,0.596982978,Bio & Health,Bio & Health,2,F
2289,2005,0.503313922,Phys & Eng,Phys & Eng,19,M
2290,2005,0.386857544,Life & Earth,Life & Earth,12,M
2291,2005,0.592756298,Life & Earth,Life & Earth,16,M
2292,2005,0.247163896,Life & Earth,Life & Earth,7,M
2293,2006,0.605653514,Life & Earth,Life & Earth,2,M
2294,2007,0.236332556,Social Sciences,Social Sciences,2,M
2295,2007,0.522845435,Social Sciences,Math & Computing,5,F
2296,2007,0.522845435,Phys & Eng,Math & Computing,5,F
2297,2008,0.56235551,Social Sciences,Social Sciences,3,M
2298,2008,0.521422719,Social Sciences,Social Sciences,16,M
2299,2008,0.293157705,Social Sciences,Social Sciences,1,M
2300,2007,0.575676917,Phys & Eng,Phys & Eng,10,F
2301,2007,0.197759796,Social Sciences,Social Sciences,1,F
2302,2009,0.503817658,Social Sciences,Social Sciences,5,F
2303,2007,0.529100993,Phys & Eng,Life & Earth,7,F
2304,2005,0.451068522,Phys & Eng,Life & Earth,4,F
2305,2006,0.354845606,Math & Computing,Math & Computing,4,M
2306,2006,0.450369527,Social Sciences,Social Sciences,12,M
2307,2007,0.48318636,Bio & Health,Bio & Health,5,M
2308,2008,0.114010556,Social Sciences,Social Sciences,1,M
2309,2006,0.54087462,Social Sciences,Social Sciences,1,M
2310,2007,0.252793211,Social Sciences,Social Sciences,1,M
2311,2007,0.358589513,Life & Earth,Life & Earth,2,M
2312,2005,0.088455208,Phys & Eng,Phys & Eng,4,M
2313,2006,0.411045801,Bio & Health,Bio & Health,4,M
2314,2005,0.303563986,Social Sciences,Social Sciences,6,F
2315,2005,0.410940176,Bio & Health,Bio & Health,5,M
2316,2005,0.299382074,Life & Earth,Life & Earth,6,F
2317,2006,0.648698787,Life & Earth,Life & Earth,11,M
2318,2005,0.583392697,Life & Earth,Life & Earth,4,F
2319,2007,0.579313887,Social Sciences,Social Sciences,2,F
2320,2008,0.28294177,Social Sciences,Social Sciences,2,M
2321,2009,0.534634207,Life & Earth,Life & Earth,4,M
2322,2005,0.570155497,Social Sciences,Social Sciences,1,F
2323,2005,0.363626593,Phys & Eng,Phys & Eng,15,M
2324,2006,0.529282461,Bio & Health,Bio & Health,10,M
2325,2005,0.263460703,Bio & Health,Bio & Health,2,F
2326,2007,0.683498849,Social Sciences,Social Sciences,1,M
2327,2006,0.385035721,Bio & Health,Bio & Health,2,F
2328,2008,0.630387509,Phys & Eng,Phys & Eng,4,M
2329,2005,0.516071457,Social Sciences,Social Sciences,5,F
2330,2011,0.534630877,Bio & Health,Social Sciences,1,F
2331,2008,0.577307408,Social Sciences,Social Sciences,9,F
2332,2007,0.536192057,Social Sciences,Social Sciences,5,F
2333,2009,0.412497123,Social Sciences,Social Sciences,8,M
2334,2008,0.570229028,Social Sciences,Social Sciences,6,F
2335,2005,0.598773936,Bio & Health,Bio & Health,12,F
2336,2008,0.356226867,Math & Computing,Math & Computing,9,M
2337,2006,0.560445489,Bio & Health,Bio & Health,6,F
2338,2008,0.535227353,Phys & Eng,Phys & Eng,3,F
2339,2008,0.233431069,Life & Earth,Life & Earth,3,F
2340,2005,0.536579025,Phys & Eng,Phys & Eng,11,M
2341,2007,0.56817655,Phys & Eng,Phys & Eng,4,M
2342,2007,0.294686606,Phys & Eng,Phys & Eng,8,M
2343,2006,0.464090201,Phys & Eng,Phys & Eng,6,M
2344,2009,0.645048861,Phys & Eng,Phys & Eng,3,M
2345,2009,0.645048861,Life & Earth,Phys & Eng,3,M
2346,2005,0.459607708,Math & Computing,Math & Computing,2,F
2347,2005,0.535994944,Phys & Eng,Phys & Eng,6,F
2348,2005,0.252331565,Phys & Eng,Math & Computing,7,F
2349,2005,0.276785447,Life & Earth,Life & Earth,11,F
2350,2009,0.087722142,Phys & Eng,Phys & Eng,3,M
2351,2008,0.563782111,Bio & Health,Bio & Health,17,F
2352,2008,0.246533397,Math & Computing,Math & Computing,1,M
2353,2007,0.454874884,Phys & Eng,Phys & Eng,11,M
2354,2007,0.626346374,Phys & Eng,Phys & Eng,3,M
2355,2007,0.5786151,Social Sciences,Social Sciences,3,F
2356,2008,0.629150403,Social Sciences,Social Sciences,1,M
2357,2008,0.575661018,Social Sciences,Social Sciences,5,M
2358,2006,0.382274412,Social Sciences,Social Sciences,2,M
2359,2005,0.515205019,Social Sciences,Social Sciences,9,F
2360,2007,0.627554688,Social Sciences,Social Sciences,2,M
2361,2006,0.293970244,Social Sciences,Social Sciences,3,M
2362,2006,0.719529242,Life & Earth,Life & Earth,3,F
2363,2005,0.429429162,Life & Earth,Math & Computing,10,M
2364,2005,0.451377053,Life & Earth,Bio & Health,5,M
2365,2005,0.573335397,Phys & Eng,Phys & Eng,5,F
2366,2005,0.444629627,Life & Earth,Life & Earth,5,M
2367,2005,0.444629627,Life & Earth,Life & Earth,5,F
2368,2005,0.655312544,Life & Earth,Life & Earth,9,M
2369,2006,0.565833761,Phys & Eng,Social Sciences,1,F
2370,2009,0.511129682,Social Sciences,Social Sciences,5,F
2371,2007,0.447356675,Math & Computing,Math & Computing,3,F
2372,2006,0.542486515,Math & Computing,Math & Computing,6,F
2373,2008,0.359206592,Social Sciences,Social Sciences,1,M
2374,2008,0.564806917,Social Sciences,Social Sciences,2,F
2375,2008,0.604074275,Bio & Health,Bio & Health,2,F
2376,2008,0.232834014,Social Sciences,Social Sciences,2,M
2377,2008,0.591099785,Bio & Health,Bio & Health,4,F
2378,2006,0.416046072,Life & Earth,Life & Earth,4,M
2379,2007,0.508750499,Life & Earth,Life & Earth,19,F
2380,2005,0.361901061,Life & Earth,Life & Earth,6,M
2381,2009,0.533218922,Social Sciences,Social Sciences,1,M
2382,2005,0.329059026,Social Sciences,Social Sciences,1,F
2383,2006,0.262492706,Social Sciences,Social Sciences,2,M
2384,2008,0.498443038,Life & Earth,Life & Earth,2,F
2385,2008,0.152600663,Math & Computing,Math & Computing,3,M
2386,2008,0.361468142,Social Sciences,Social Sciences,6,M
2387,2008,0.580701113,Social Sciences,Social Sciences,3,M
2388,2008,0.462818684,Bio & Health,Bio & Health,3,M
2389,2008,0.596645128,Social Sciences,Social Sciences,5,F
2390,2009,0.55158015,Math & Computing,Math & Computing,2,F
2391,2008,0.614471722,Bio & Health,Bio & Health,2,F
2392,2006,0.544536071,Phys & Eng,Phys & Eng,8,M
2393,2005,0.572699636,Phys & Eng,Phys & Eng,4,M
2394,2006,0.521181623,Life & Earth,Life & Earth,15,M
2395,2005,0.396281066,Life & Earth,Bio & Health,14,M
2396,2007,0.465369392,Social Sciences,Social Sciences,3,M
2397,2006,0.365701211,Life & Earth,Bio & Health,4,F
2398,2006,0.365701211,Phys & Eng,Bio & Health,4,F
2399,2005,0.172712037,Phys & Eng,Phys & Eng,9,M
2400,2006,0.081885778,Math & Computing,Life & Earth,3,F
2401,2005,0.413141864,Bio & Health,Bio & Health,6,M
2402,2005,0.583818728,Bio & Health,Life & Earth,4,F
2403,2008,0.32753588,Phys & Eng,Phys & Eng,2,M
2404,2007,0.317432668,Phys & Eng,Phys & Eng,4,M
2405,2005,0.342053458,Phys & Eng,Phys & Eng,2,M
2406,2006,0.382424093,Phys & Eng,Phys & Eng,2,M
2407,2006,0.484540816,Social Sciences,Social Sciences,4,M
2408,2006,0.423658819,Bio & Health,Math & Computing,7,M
2409,2005,0.169709024,Bio & Health,Life & Earth,10,M
2410,2011,0.488931966,Bio & Health,Life & Earth,4,M
2411,2007,0.293381036,Bio & Health,Bio & Health,3,M
2412,2005,0.365296937,Bio & Health,Bio & Health,5,M
2413,2008,0.22178407,Social Sciences,Social Sciences,1,M
2414,2009,0.49151504,Bio & Health,Bio & Health,2,M
2415,2005,0.449360997,Social Sciences,Social Sciences,1,M
2416,2007,0.537327556,Social Sciences,Social Sciences,10,F
2417,2005,0.521704763,Social Sciences,Social Sciences,2,M
2418,2008,0.621681424,Bio & Health,Math & Computing,1,M
2419,2007,0.471905539,Phys & Eng,Phys & Eng,7,F
2420,2009,0.62855011,Phys & Eng,Bio & Health,5,M
2421,2006,0.628727384,Bio & Health,Social Sciences,8,M
2422,2008,0.331175323,Social Sciences,Social Sciences,3,M
2423,2005,0.515846229,Math & Computing,Math & Computing,7,M
2424,2008,0.49538662,Social Sciences,Social Sciences,1,F
2425,2006,0.312624437,Bio & Health,Bio & Health,3,F
2426,2005,0.197665957,Social Sciences,Social Sciences,2,M
2427,2005,0.33781649,Social Sciences,Bio & Health,4,F
2428,2008,0.13208697,Math & Computing,Math & Computing,4,M
2429,2007,2.22E-16,Math & Computing,Math & Computing,3,M
2430,2007,0.273917163,Social Sciences,Social Sciences,1,M
2431,2007,0.443104508,Phys & Eng,Phys & Eng,4,M
2432,2008,0.49767679,Social Sciences,Social Sciences,2,M
2433,2006,0.474846727,Bio & Health,Bio & Health,9,M
2434,2007,0.438713843,Social Sciences,Social Sciences,2,F
2435,2006,0.244715396,Social Sciences,Social Sciences,2,F
2436,2006,0.401237383,Social Sciences,Social Sciences,3,F
2437,2006,0.352210506,Math & Computing,Math & Computing,5,M
2438,2005,0.538904923,Life & Earth,Life & Earth,6,M
2439,2007,0.31090842,Life & Earth,Life & Earth,13,M
2440,2010,0.075086375,Phys & Eng,Phys & Eng,6,F
2441,2007,0.418961513,Phys & Eng,Phys & Eng,2,M
2442,2007,0.499396649,Bio & Health,Bio & Health,2,F
2443,2007,0.681162122,Life & Earth,Life & Earth,3,F
2444,2005,0.194522279,Social Sciences,Math & Computing,13,M
2445,2005,0.240551632,Social Sciences,Social Sciences,1,M
2446,2005,0.240551632,Social Sciences,Social Sciences,1,F
2447,2007,0.379074487,Social Sciences,Social Sciences,2,F
2448,2008,0.454758064,Bio & Health,Bio & Health,16,M
2449,2008,0.24976566,Social Sciences,Social Sciences,1,M
2450,2007,0.543612399,Bio & Health,Bio & Health,9,M
2451,2007,0.543612399,Math & Computing,Bio & Health,9,M
2452,2008,0.496304847,Social Sciences,Social Sciences,3,F
2453,2018,0.630482448,Social Sciences,Social Sciences,3,F
2454,2005,0.336597318,Social Sciences,Social Sciences,3,M
2455,2005,0.316493165,Life & Earth,Bio & Health,7,M
2456,2005,0.451594712,Social Sciences,Social Sciences,3,F
2457,2005,0.582953017,Bio & Health,Bio & Health,2,F
2458,2008,0.572568718,Bio & Health,Bio & Health,4,F
2459,2010,0.606793856,Phys & Eng,Social Sciences,3,M
2460,2006,0.60544471,Social Sciences,Social Sciences,2,F
2461,2006,0.570615915,Social Sciences,Social Sciences,6,F
2462,2007,0.43016614,Life & Earth,Life & Earth,4,M
2463,2005,0.603705466,Math & Computing,Math & Computing,6,F
2464,2008,0.518360765,Social Sciences,Social Sciences,2,F
2465,2008,0.623816935,Social Sciences,Social Sciences,5,F
2466,2005,0.470297285,Bio & Health,Bio & Health,2,F
2467,2005,0.497113938,Life & Earth,Life & Earth,6,M
2468,2007,0.495518833,Bio & Health,Life & Earth,2,M
2469,2009,0.421993237,Bio & Health,Phys & Eng,17,M
2470,2006,0.359527431,Social Sciences,Social Sciences,6,F
2471,2010,0.400527315,Bio & Health,Bio & Health,1,M
2472,2012,0.549014176,Bio & Health,Bio & Health,7,F
2473,2006,0.284505233,Phys & Eng,Phys & Eng,11,M
2474,2006,0.496821065,Social Sciences,Social Sciences,2,M
2475,2008,0.242140051,Math & Computing,Math & Computing,1,M
2476,2005,0.405788522,Phys & Eng,Phys & Eng,12,M
2477,2007,0.194956351,Bio & Health,Phys & Eng,11,F
2478,2005,0.352685458,Math & Computing,Math & Computing,2,M
2479,2006,0.527375582,Bio & Health,Bio & Health,1,M
2480,2007,0.546337768,Social Sciences,Social Sciences,3,M
2481,2005,0.322282986,Social Sciences,Social Sciences,1,F
2482,2007,0.390760589,Phys & Eng,Social Sciences,2,F
2483,2007,0.390760589,Life & Earth,Social Sciences,2,F
2484,2005,0.437696579,Phys & Eng,Phys & Eng,13,M
2485,2006,0.33076844,Life & Earth,Life & Earth,7,M
2486,2007,0.582904903,Phys & Eng,Phys & Eng,3,M
2487,2007,0.301124747,Social Sciences,Social Sciences,2,F
2488,2006,0.427312471,Social Sciences,Social Sciences,1,M
2489,2005,0.159036802,Social Sciences,Social Sciences,6,M
2490,2008,0.484077593,Bio & Health,Bio & Health,16,F
2491,2005,0.514750787,Social Sciences,Social Sciences,3,F
2492,2006,0.696858723,Social Sciences,Phys & Eng,3,F
2493,2006,0.491571772,Bio & Health,Bio & Health,5,F
2494,2007,0.4527859,Bio & Health,Bio & Health,2,F
2495,2005,0.312305876,Life & Earth,Life & Earth,6,M
2496,2008,0.321214565,Phys & Eng,Phys & Eng,11,M
2497,2007,0.580739577,Phys & Eng,Phys & Eng,11,M
2498,2008,0.081557139,Social Sciences,Social Sciences,1,M
2499,2008,0.426614473,Math & Computing,Math & Computing,4,F
2500,2008,0.434576296,Math & Computing,Math & Computing,8,F
2501,2006,0.690913871,Math & Computing,Math & Computing,1,F
2502,2005,0.659726841,Phys & Eng,Phys & Eng,5,M
2503,2007,0.807826488,Phys & Eng,Phys & Eng,1,M
2504,2007,0.469287408,Social Sciences,Social Sciences,2,F
2505,2007,0.510113284,Phys & Eng,Phys & Eng,3,M
2506,2006,0.316695958,Bio & Health,Bio & Health,4,F
2507,2008,0.061073705,Social Sciences,Social Sciences,3,M
2508,2008,0.404955028,Social Sciences,Social Sciences,3,F
2509,2006,0.506938769,Phys & Eng,Phys & Eng,4,F
2510,2006,0.01529819,Social Sciences,Social Sciences,1,M
2511,2006,0.588983972,Phys & Eng,Phys & Eng,7,M
2512,2007,0.537525696,Social Sciences,Social Sciences,9,F
2513,2006,0.281444095,Social Sciences,Social Sciences,2,M
2514,2008,0.471601765,Phys & Eng,Phys & Eng,5,M
2515,2006,0.29080697,Social Sciences,Social Sciences,1,M
2516,2008,0.325970148,Social Sciences,Social Sciences,3,M
2517,2006,0.492914445,Phys & Eng,Phys & Eng,2,F
2518,2006,0.452747955,Social Sciences,Social Sciences,5,M
2519,2007,0.486587531,Social Sciences,Social Sciences,3,M
2520,2008,0.571053833,Social Sciences,Social Sciences,4,F
2521,2006,0.487122978,Bio & Health,Bio & Health,4,M
2522,2005,0.509199307,Phys & Eng,Phys & Eng,7,M
2523,2007,0.345226556,Phys & Eng,Phys & Eng,5,M
2524,2005,0.317814595,Life & Earth,Life & Earth,4,M
2525,2005,0.145525707,Social Sciences,Social Sciences,1,F
2526,2007,0.428986387,Bio & Health,Bio & Health,10,F
2527,2008,0.30597522,Social Sciences,Social Sciences,2,F
2528,2008,0.516861964,Social Sciences,Social Sciences,3,M
2529,2008,0.490479669,Social Sciences,Social Sciences,9,M
2530,2010,0.500846508,Bio & Health,Bio & Health,3,F
2531,2006,0.665772509,Social Sciences,Social Sciences,4,F
2532,2008,0.493314826,Social Sciences,Social Sciences,10,F
2533,2013,0.441796377,Phys & Eng,Bio & Health,20,M
2534,2006,0.524072816,Bio & Health,Bio & Health,9,F
2535,2005,0.345424891,Social Sciences,Social Sciences,2,F
2536,2005,0.342960024,Bio & Health,Bio & Health,2,F
2537,2006,0.358789135,Social Sciences,Social Sciences,5,M
2538,2006,0.584523939,Social Sciences,Social Sciences,3,F
2539,2006,0.459343908,Life & Earth,Life & Earth,16,M
2540,2007,0.491598841,Phys & Eng,Phys & Eng,5,M
2541,2005,0.226827401,Life & Earth,Life & Earth,14,M
2542,2008,0.612681407,Social Sciences,Social Sciences,6,F
2543,2005,0.479015628,Bio & Health,Bio & Health,1,M
2544,2008,0.396292017,Social Sciences,Social Sciences,3,F
2545,2007,0.55072975,Life & Earth,Life & Earth,4,F
2546,2007,0.397240041,Social Sciences,Math & Computing,3,M
2547,2007,0.397240041,Phys & Eng,Math & Computing,3,M
2548,2006,0.621629901,Phys & Eng,Phys & Eng,6,M
2549,2008,0.246851604,Social Sciences,Life & Earth,4,M
2550,2007,0.586423069,Social Sciences,Social Sciences,4,M
2551,2005,0.556301539,Phys & Eng,Phys & Eng,2,M
2552,2008,0.560860158,Social Sciences,Social Sciences,5,F
2553,2008,0.182632647,Social Sciences,Social Sciences,2,M
2554,2007,0.245530019,Bio & Health,Bio & Health,4,F
2555,2008,0.302948972,Social Sciences,Social Sciences,2,F
2556,2006,0.478162897,Social Sciences,Social Sciences,1,M
2557,2011,0.359178254,Social Sciences,Social Sciences,3,M
2558,2007,0.476589879,Social Sciences,Social Sciences,8,M
2559,2007,0.45944397,Social Sciences,Social Sciences,1,M
2560,2006,0.282148233,Phys & Eng,Phys & Eng,4,F
2561,2007,0.431204021,Phys & Eng,Phys & Eng,15,M
2562,2007,0.281575355,Phys & Eng,Phys & Eng,6,M
2563,2006,0.517536744,Social Sciences,Social Sciences,9,F
2564,2006,0.185475858,Social Sciences,Social Sciences,2,F
2565,2007,7.77E-16,Phys & Eng,Phys & Eng,6,M
2566,2005,0.582698167,Life & Earth,Life & Earth,4,M
2567,2005,0.522692916,Phys & Eng,Phys & Eng,5,M
2568,2008,0.591789589,Phys & Eng,Phys & Eng,3,M
2569,2008,0.454561698,Bio & Health,Bio & Health,13,F
2570,2008,0.477388624,Social Sciences,Social Sciences,5,M
2571,2008,0.362146775,Social Sciences,Social Sciences,2,M
2572,2007,0.480287851,Social Sciences,Social Sciences,4,M
2573,2008,0.497742748,Phys & Eng,Phys & Eng,1,F
2574,2005,0.647982718,Social Sciences,Social Sciences,1,F
2575,2005,0.502982353,Life & Earth,Life & Earth,10,F
2576,2007,0.275180002,Life & Earth,Life & Earth,8,M
2577,2008,0.402882498,Social Sciences,Social Sciences,3,M
2578,2006,0.205705068,Math & Computing,Math & Computing,1,F
2579,2005,0.540714995,Math & Computing,Math & Computing,3,F
2580,2008,0.437004872,Social Sciences,Social Sciences,3,M
2581,2006,0.151715019,Math & Computing,Math & Computing,7,M
2582,2008,0.40850246,Bio & Health,Bio & Health,14,M
2583,2006,0.188695551,Social Sciences,Social Sciences,6,M
2584,2006,0.295409568,Bio & Health,Math & Computing,7,M
2585,2005,0.487525295,Bio & Health,Bio & Health,14,M
2586,2007,0.417671809,Bio & Health,Bio & Health,14,M
2587,2006,0.68766163,Life & Earth,Bio & Health,5,M
2588,2006,0.154035748,Phys & Eng,Phys & Eng,8,M
2589,2006,0.261065898,Social Sciences,Social Sciences,2,M
2590,2008,0.450994193,Social Sciences,Social Sciences,3,F
2591,2006,0.626907443,Social Sciences,Social Sciences,2,F
2592,2006,0.484548604,Phys & Eng,Phys & Eng,6,M
2593,2008,0.531990802,Social Sciences,Social Sciences,1,F
2594,2006,0.347098616,Social Sciences,Social Sciences,3,M
2595,2006,0.645332445,Life & Earth,Life & Earth,6,F
2596,2005,0.463163671,Social Sciences,Social Sciences,2,F
2597,2008,0.581783498,Life & Earth,Life & Earth,17,F
2598,2006,0.252752804,Phys & Eng,Phys & Eng,3,M
2599,2007,0.500688639,Social Sciences,Social Sciences,1,M
2600,2005,0.51532282,Social Sciences,Social Sciences,5,F
2601,2007,0.541618808,Phys & Eng,Phys & Eng,10,M
2602,2006,0.602132762,Social Sciences,Social Sciences,2,M
2603,2007,0.538114071,Bio & Health,Social Sciences,4,M
2604,2005,0.112009831,Life & Earth,Life & Earth,1,F
2605,2005,0.575432648,Phys & Eng,Phys & Eng,6,M
2606,2008,0.591232619,Social Sciences,Social Sciences,1,F
2607,2006,0.487244563,Life & Earth,Life & Earth,3,M
2608,2008,0.2745664,Social Sciences,Social Sciences,2,F
2609,2005,0.328110253,Social Sciences,Social Sciences,1,F
2610,2005,0.309808103,Social Sciences,Math & Computing,4,M
2611,2006,0.293858938,Phys & Eng,Phys & Eng,5,F
2612,2010,0.553426729,Math & Computing,Math & Computing,3,M
2613,2006,0.494980976,Social Sciences,Social Sciences,2,F
2614,2007,0.468998396,Phys & Eng,Phys & Eng,4,F
2615,2008,0.631342178,Life & Earth,Life & Earth,9,M
2616,2006,0.552173451,Social Sciences,Social Sciences,4,M
2617,2005,0.476576776,Life & Earth,Life & Earth,3,M
2618,2006,0.422888619,Phys & Eng,Phys & Eng,5,M
2619,2005,0.325871626,Life & Earth,Life & Earth,12,F
2620,2006,0.15235536,Social Sciences,Social Sciences,1,M
2621,2005,0.585902193,Bio & Health,Bio & Health,6,M
2622,2005,0.585902193,Math & Computing,Bio & Health,6,M
2623,2008,0.620343416,Social Sciences,Social Sciences,2,M
2624,2006,0.387581675,Life & Earth,Life & Earth,12,M
2625,2007,0.45677876,Social Sciences,Social Sciences,8,M
2626,2005,0.470175688,Bio & Health,Bio & Health,17,M
2627,2006,0.478158999,Social Sciences,Social Sciences,5,F
2628,2007,0.369635769,Bio & Health,Social Sciences,6,M
2629,2006,0.484393767,Social Sciences,Social Sciences,4,F
2630,2006,0.332795999,Social Sciences,Social Sciences,1,M
2631,2005,0.449034473,Math & Computing,Math & Computing,8,M
2632,2008,0.5446033,Math & Computing,Math & Computing,4,F
2633,2006,0.196918365,Bio & Health,Phys & Eng,10,M
2634,2007,0.191168935,Phys & Eng,Phys & Eng,5,M
2635,2007,0.394042896,Social Sciences,Social Sciences,5,M
2636,2008,0.436396705,Social Sciences,Social Sciences,3,F
2637,2008,0.519676884,Bio & Health,Life & Earth,17,M
2638,2007,0.473819006,Social Sciences,Social Sciences,5,F
2639,2008,0.401805264,Social Sciences,Social Sciences,2,F
2640,2006,0.486246211,Math & Computing,Math & Computing,5,M
2641,2008,0.455789445,Bio & Health,Bio & Health,13,M
2642,2007,0.299300566,Social Sciences,Social Sciences,2,M
2643,2008,0.567672396,Math & Computing,Math & Computing,9,F
2644,2005,0.412612296,Phys & Eng,Phys & Eng,10,M
2645,2005,0.238906786,Bio & Health,Bio & Health,9,M
2646,2005,0.447778888,Bio & Health,Bio & Health,1,F
2647,2005,0.399315547,Life & Earth,Phys & Eng,4,F
2648,2006,0.639777968,Social Sciences,Social Sciences,3,F
2649,2006,0.157595124,Social Sciences,Social Sciences,1,M
2650,2005,0.323471352,Phys & Eng,Phys & Eng,7,M
2651,2008,0.579738226,Phys & Eng,Phys & Eng,8,M
2652,2007,0.080057976,Social Sciences,Social Sciences,1,M
2653,2005,0.212833138,Life & Earth,Life & Earth,2,M
2654,2007,0.440350029,Social Sciences,Social Sciences,3,F
2655,2008,0.498580395,Phys & Eng,Phys & Eng,2,F
2656,2005,0.479363229,Phys & Eng,Phys & Eng,14,M
2657,2005,0.201815356,Bio & Health,Bio & Health,20,M
2658,2005,0.351825544,Social Sciences,Social Sciences,1,M
2659,2007,0.301757603,Social Sciences,Social Sciences,1,F
2660,2005,0.363726002,Life & Earth,Phys & Eng,5,M
2661,2005,0.363726002,Phys & Eng,Phys & Eng,5,M
2662,2009,0.176194315,Social Sciences,Social Sciences,2,M
2663,2008,0.475577756,Social Sciences,Social Sciences,18,M
2664,2005,0.147151126,Bio & Health,Phys & Eng,10,M
2665,2005,0.147151126,Life & Earth,Phys & Eng,10,M
2666,2006,0.421561772,Bio & Health,Bio & Health,15,M
2667,2007,0.59251896,Social Sciences,Life & Earth,2,F
2668,2007,0.369510306,Bio & Health,Bio & Health,11,M
2669,2008,0.481458071,Phys & Eng,Phys & Eng,5,M
2670,2009,0.495989564,Phys & Eng,Phys & Eng,5,M
2671,2005,0.525555153,Bio & Health,Bio & Health,16,M
2672,2005,0.493471876,Bio & Health,Bio & Health,6,M
2673,2008,0.472940141,Life & Earth,Life & Earth,5,M
